일,il,audio/ko/일.wav
이,i,audio/ko/이.wav
삼,sam,audio/ko/삼.wav
사,sa,audio/ko/사.wav
오,o,audio/ko/오.wav
육,yuk,audio/ko/육.wav
칠,chil,audio/ko/칠.wav
팔,pal,audio/ko/팔.wav
구,gu,audio/ko/구.wav
